Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;63.22;2;6.322;132.762;1/1/2019;15:51;Cash;126.44;4.761904762;6.322;8.5
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;90.24;6;27.072;568.512;1/27/2019;11:17;Cash;541.44;4.761904762;27.072;6.2
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories;31.9;1;1.595;33.495;1/5/2019;12:40;Ewallet;31.9;4.761904762;1.595;9.1
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;69.4;2;6.94;145.74;1/27/2019;19:48;Ewallet;138.8;4.761904762;6.94;9.0
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;15.95;6;4.785;100.485;2/9/2019;17:15;Credit card;95.7;4.761904762;4.785;5.1
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;58.39;7;20.4365;429.1665;2/23/2019;19:49;Credit card;408.73;4.761904762;20.4365;8.2
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;51.47;1;2.5735;54.0435;3/18/2019;15:52;Ewallet;51.47;4.761904762;2.5735;8.5
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;39.39;5;9.8475;206.7975;1/22/2019;20:46;Credit card;196.95;4.761904762;9.8475;8.7
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;71.92;5;17.98;377.58;1/17/2019;15:05;Credit card;359.6;4.761904762;17.98;4.3
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;83.17;6;24.951;523.971;3/20/2019;11:23;Cash;499.02;4.761904762;24.951;7.3
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;62.87;2;6.287;132.027;1/1/2019;11:43;Cash;125.74;4.761904762;6.287;5.0
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;16.31;9;7.3395;154.1295;3/26/2019;10:31;Ewallet;146.79;4.761904762;7.3395;8.4
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle;16.67;7;5.8345;122.5245;2/7/2019;11:36;Ewallet;116.69;4.761904762;5.8345;7.4
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;87.48;6;26.244;551.124;2/1/2019;18:43;Ewallet;524.88;4.761904762;26.244;5.1
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;75.88;1;3.794;79.674;1/3/2019;10:30;Credit card;75.88;4.761904762;3.794;7.1
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories;18.77;6;5.631;118.251;1/28/2019;16:43;Credit card;112.62;4.761904762;5.631;5.5
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;22.21;6;6.663;139.923;3/7/2019;10:23;Credit card;133.26;4.761904762;6.663;8.6
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;98.52;10;49.26;1034.46;1/30/2019;20:23;Ewallet;985.2;4.761904762;49.26;4.5
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;89.2;10;44.6;936.6;2/11/2019;15:42;Credit card;892.0;4.761904762;44.6;4.4
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;49.33;10;24.665;517.965;2/3/2019;16:40;Credit card;493.3;4.761904762;24.665;9.4
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;73.98;7;25.893;543.753;3/2/2019;16:42;Ewallet;517.86;4.761904762;25.893;4.1
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;31.77;4;6.354;133.434;1/14/2019;14:43;Ewallet;127.08;4.761904762;6.354;6.2
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;27.22;3;4.083;85.743;1/7/2019;12:37;Cash;81.66;4.761904762;4.083;7.3
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;92.98;2;9.298;195.258;2/13/2019;15:06;Credit card;185.96;4.761904762;9.298;8.0
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;59.61;10;29.805;625.905;3/14/2019;11:07;Cash;596.1;4.761904762;29.805;5.3
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;46.53;6;13.959;293.139;3/3/2019;10:54;Credit card;279.18;4.761904762;13.959;4.3
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;24.24;7;8.484;178.164;1/27/2019;17:38;Ewallet;169.68;4.761904762;8.484;9.4
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;46.66;9;20.997;440.937;2/17/2019;19:11;Ewallet;419.94;4.761904762;20.997;5.3
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;36.85;5;9.2125;193.4625;1/26/2019;18:53;Cash;184.25;4.761904762;9.2125;9.2
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;83.08;1;4.154;87.234;1/23/2019;17:16;Ewallet;83.08;4.761904762;4.154;6.4
881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories;64.99;1;3.2495;68.2395;1/26/2019;10:06;Credit card;64.99;4.761904762;3.2495;4.5
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;77.56;10;38.78;814.38;3/14/2019;20:35;Ewallet;775.6;4.761904762;38.78;6.9
484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories;51.89;7;18.1615;381.3915;1/8/2019;20:08;Cash;363.23;4.761904762;18.1615;4.5
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;49.79;4;9.958;209.118;3/28/2019;19:16;Credit card;199.16;4.761904762;9.958;6.4
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;98.97;9;44.5365;935.2665;3/9/2019;11:23;Cash;890.73;4.761904762;44.5365;6.7
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;80.93;1;4.0465;84.9765;1/19/2019;16:08;Credit card;80.93;4.761904762;4.0465;9.0
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;87.91;5;21.9775;461.5275;3/14/2019;18:10;Ewallet;439.55;4.761904762;21.9775;4.4
641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories;43.46;6;13.038;273.798;2/7/2019;17:55;Ewallet;260.76;4.761904762;13.038;8.5
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46.2;1;2.31;48.51;3/19/2019;12:16;Cash;46.2;4.761904762;2.31;6.3
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;88.55;8;35.42;743.82;3/19/2019;15:29;Ewallet;708.4;4.761904762;35.42;4.7
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;72.52;8;29.008;609.168;3/30/2019;19:26;Credit card;580.16;4.761904762;29.008;4.0
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;12.05;5;3.0125;63.2625;2/16/2019;15:53;Ewallet;60.25;4.761904762;3.0125;5.5
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;70.21;6;21.063;442.323;3/30/2019;14:58;Cash;421.26;4.761904762;21.063;7.4
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;15.49;2;1.549;32.529;1/16/2019;15:10;Cash;30.98;4.761904762;1.549;6.3
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;24.74;10;12.37;259.77;2/24/2019;16:44;Cash;247.4;4.761904762;12.37;7.1
250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories;99.69;1;4.9845;104.6745;2/27/2019;10:23;Credit card;99.69;4.761904762;4.9845;8.0
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;17.14;7;5.999;125.979;1/16/2019;12:07;Credit card;119.98;4.761904762;5.999;7.9
641-51-2661;C;Naypyitaw;Member;Female;Food and beverages;87.1;10;43.55;914.55;2/12/2019;14:45;Credit card;871.0;4.761904762;43.55;9.9
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;98.8;2;9.88;207.48;2/21/2019;11:39;Cash;197.6;4.761904762;9.88;7.7
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;47.71;6;14.313;300.573;2/16/2019;14:19;Ewallet;286.26;4.761904762;14.313;4.4
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;33.64;8;13.456;282.576;2/15/2019;17:10;Credit card;269.12;4.761904762;13.456;9.3
648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty;58.95;10;29.475;618.975;2/7/2019;14:27;Ewallet;589.5;4.761904762;29.475;8.1
370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories;49.32;6;14.796;310.716;1/9/2019;13:46;Ewallet;295.92;4.761904762;14.796;7.1
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;72.88;2;7.288;153.048;3/13/2019;12:51;Cash;145.76;4.761904762;7.288;6.1
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;70.19;9;31.5855;663.2955;1/25/2019;13:38;Cash;631.71;4.761904762;31.5855;6.7
266-20-6657;C;Naypyitaw;Member;Male;Food and beverages;55.04;7;19.264;404.544;3/12/2019;19:39;Ewallet;385.28;4.761904762;19.264;5.2
196-01-2849;C;Naypyitaw;Member;Female;Fashion accessories;73.38;7;25.683;539.343;2/10/2019;13:56;Cash;513.66;4.761904762;25.683;9.5
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;52.6;9;23.67;497.07;1/16/2019;14:42;Cash;473.4;4.761904762;23.67;7.6
751-41-9720;C;Naypyitaw;Normal;Male;Home and lifestyle;97.5;10;48.75;1023.75;1/12/2019;16:18;Ewallet;975.0;4.761904762;48.75;8.0
626-43-7888;C;Naypyitaw;Normal;Female;Fashion accessories;60.41;8;24.164;507.444;2/7/2019;12:23;Ewallet;483.28;4.761904762;24.164;9.6
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;68.98;1;3.449;72.429;1/21/2019;20:13;Cash;68.98;4.761904762;3.449;4.8
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;15.62;8;6.248;131.208;1/20/2019;20:37;Ewallet;124.96;4.761904762;6.248;9.1
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;75.53;4;15.106;317.226;3/19/2019;15:52;Ewallet;302.12;4.761904762;15.106;8.3
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories;77.63;9;34.9335;733.6035;2/19/2019;15:14;Ewallet;698.67;4.761904762;34.9335;7.2
268-20-3585;C;Naypyitaw;Normal;Female;Health and beauty;13.85;9;6.2325;130.8825;2/4/2019;12:50;Ewallet;124.65;4.761904762;6.2325;6.0
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories;98.7;8;39.48;829.08;1/31/2019;10:36;Ewallet;789.6;4.761904762;39.48;8.5
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;90.63;9;40.7835;856.4535;1/18/2019;15:28;Cash;815.67;4.761904762;40.7835;5.1
592-46-1692;C;Naypyitaw;Member;Female;Food and beverages;36.77;7;12.8695;270.2595;1/11/2019;20:10;Cash;257.39;4.761904762;12.8695;7.4
149-14-0304;C;Naypyitaw;Member;Female;Health and beauty;28.5;8;11.4;239.4;2/6/2019;14:24;Cash;228.0;4.761904762;11.4;6.6
442-44-6497;C;Naypyitaw;Member;Male;Home and lifestyle;55.57;3;8.3355;175.0455;1/8/2019;11:42;Credit card;166.71;4.761904762;8.3355;5.9
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories;97.26;4;19.452;408.492;3/16/2019;15:33;Ewallet;389.04;4.761904762;19.452;6.8
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty;81.95;10;40.975;860.475;3/10/2019;12:39;Credit card;819.5;4.761904762;40.975;6.0
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;81.2;7;28.42;596.82;3/23/2019;15:59;Credit card;568.4;4.761904762;28.42;8.1
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories;58.76;10;29.38;616.98;1/29/2019;14:26;Ewallet;587.6;4.761904762;29.38;9.0
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle;55.61;7;19.4635;408.7335;3/23/2019;12:41;Cash;389.27;4.761904762;19.4635;8.5
451-73-2711;C;Naypyitaw;Normal;Male;Food and beverages;84.83;1;4.2415;89.0715;1/14/2019;15:20;Ewallet;84.83;4.761904762;4.2415;8.8
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel;31.67;8;12.668;266.028;1/2/2019;16:19;Credit card;253.36;4.761904762;12.668;5.6
390-17-5806;C;Naypyitaw;Member;Female;Food and beverages;38.42;1;1.921;40.341;2/2/2019;16:33;Cash;38.42;4.761904762;1.921;8.6
664-14-2882;C;Naypyitaw;Member;Female;Home and lifestyle;10.53;5;2.6325;55.2825;1/30/2019;14:43;Credit card;52.65;4.761904762;2.6325;5.8
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;81.23;7;28.4305;597.0405;1/15/2019;20:44;Cash;568.61;4.761904762;28.4305;9.0
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories;84.87;3;12.7305;267.3405;1/25/2019;18:30;Ewallet;254.61;4.761904762;12.7305;7.4
801-88-0346;C;Naypyitaw;Normal;Female;Fashion accessories;76.06;3;11.409;239.589;1/5/2019;20:30;Credit card;228.18;4.761904762;11.409;9.8
759-98-4285;C;Naypyitaw;Member;Female;Health and beauty;85.87;7;30.0545;631.1445;2/27/2019;19:01;Credit card;601.09;4.761904762;30.0545;8.0
201-63-8275;C;Naypyitaw;Member;Female;Sports and travel;67.99;7;23.7965;499.7265;2/17/2019;16:50;Ewallet;475.93;4.761904762;23.7965;5.7
471-06-8611;C;Naypyitaw;Normal;Female;Food and beverages;52.42;1;2.621;55.041;2/6/2019;10:22;Credit card;52.42;4.761904762;2.621;6.3
200-16-5952;C;Naypyitaw;Member;Male;Food and beverages;65.65;2;6.565;137.865;1/17/2019;16:46;Cash;131.3;4.761904762;6.565;6.0
102-77-2261;C;Naypyitaw;Member;Male;Health and beauty;65.31;7;22.8585;480.0285;3/5/2019;18:02;Credit card;457.17;4.761904762;22.8585;4.2
102-06-2002;C;Naypyitaw;Member;Male;Sports and travel;25.25;5;6.3125;132.5625;3/20/2019;17:52;Cash;126.25;4.761904762;6.3125;6.1
629-42-4133;C;Naypyitaw;Normal;Male;Health and beauty;21.8;8;8.72;183.12;2/19/2019;19:24;Cash;174.4;4.761904762;8.72;8.3
468-99-7231;C;Naypyitaw;Normal;Female;Home and lifestyle;44.01;8;17.604;369.684;3/3/2019;17:36;Cash;352.08;4.761904762;17.604;8.8
516-77-6464;C;Naypyitaw;Member;Female;Health and beauty;10.16;5;2.54;53.34;2/24/2019;13:08;Ewallet;50.8;4.761904762;2.54;4.1
886-77-9084;C;Naypyitaw;Normal;Male;Electronic accessories;71.89;8;28.756;603.876;2/19/2019;11:33;Ewallet;575.12;4.761904762;28.756;5.5
790-38-4466;C;Naypyitaw;Normal;Female;Health and beauty;10.99;5;2.7475;57.6975;1/23/2019;10:18;Credit card;54.95;4.761904762;2.7475;9.3
704-10-4056;C;Naypyitaw;Member;Male;Health and beauty;60.47;3;9.0705;190.4805;1/14/2019;10:55;Credit card;181.41;4.761904762;9.0705;5.6
400-80-4065;C;Naypyitaw;Member;Male;Health and beauty;68.55;4;13.71;287.91;2/15/2019;20:21;Credit card;274.2;4.761904762;13.71;9.2
443-60-9639;C;Naypyitaw;Member;Female;Home and lifestyle;60.87;1;3.0435;63.9135;1/24/2019;13:24;Cash;60.87;4.761904762;3.0435;5.5
401-09-4232;C;Naypyitaw;Member;Male;Home and lifestyle;86.69;5;21.6725;455.1225;2/11/2019;18:38;Ewallet;433.45;4.761904762;21.6725;9.4
324-41-6833;C;Naypyitaw;Member;Female;Electronic accessories;30.2;8;12.08;253.68;3/3/2019;19:30;Ewallet;241.6;4.761904762;12.08;5.1
474-33-8305;C;Naypyitaw;Member;Male;Fashion accessories;67.39;7;23.5865;495.3165;3/23/2019;13:23;Ewallet;471.73;4.761904762;23.5865;6.9
189-55-2313;C;Naypyitaw;Normal;Female;Fashion accessories;62.18;10;31.09;652.89;1/31/2019;10:33;Ewallet;621.8;4.761904762;31.09;6.0
815-04-6282;C;Naypyitaw;Member;Female;Sports and travel;64.97;5;16.2425;341.0925;2/8/2019;12:52;Credit card;324.85;4.761904762;16.2425;6.5
477-59-2456;C;Naypyitaw;Normal;Female;Fashion accessories;45.44;7;15.904;333.984;1/23/2019;11:15;Cash;318.08;4.761904762;15.904;9.2
784-21-9238;C;Naypyitaw;Member;Male;Sports and travel;10.17;1;0.5085;10.6785;2/7/2019;14:15;Cash;10.17;4.761904762;0.5085;5.9
538-22-0304;C;Naypyitaw;Normal;Male;Electronic accessories;64.95;10;32.475;681.975;3/24/2019;18:27;Cash;649.5;4.761904762;32.475;5.2
660-29-7083;C;Naypyitaw;Normal;Male;Electronic accessories;55.87;10;27.935;586.635;1/15/2019;15:01;Cash;558.7;4.761904762;27.935;5.8
271-77-8740;C;Naypyitaw;Member;Female;Sports and travel;29.22;6;8.766;184.086;1/1/2019;11:40;Ewallet;175.32;4.761904762;8.766;5.0
549-23-9016;C;Naypyitaw;Member;Female;Food and beverages;14.87;2;1.487;31.227;2/13/2019;18:15;Credit card;29.74;4.761904762;1.487;8.9
862-29-5914;C;Naypyitaw;Normal;Female;Sports and travel;22.38;1;1.119;23.499;1/30/2019;17:08;Credit card;22.38;4.761904762;1.119;8.6
845-94-6841;C;Naypyitaw;Member;Female;Food and beverages;72.88;9;32.796;688.716;1/8/2019;19:38;Cash;655.92;4.761904762;32.796;4.0
658-66-3967;C;Naypyitaw;Normal;Male;Health and beauty;53.19;7;18.6165;390.9465;1/14/2019;15:42;Ewallet;372.33;4.761904762;18.6165;5.0
848-95-6252;C;Naypyitaw;Member;Female;Home and lifestyle;86.27;1;4.3135;90.5835;2/20/2019;13:24;Ewallet;86.27;4.761904762;4.3135;7.0
176-78-1170;C;Naypyitaw;Member;Male;Health and beauty;33.81;3;5.0715;106.5015;1/26/2019;15:11;Ewallet;101.43;4.761904762;5.0715;7.3
101-81-4070;C;Naypyitaw;Member;Female;Health and beauty;62.82;2;6.282;131.922;1/17/2019;12:36;Ewallet;125.64;4.761904762;6.282;4.9
631-34-1880;C;Naypyitaw;Member;Male;Food and beverages;24.31;3;3.6465;76.5765;1/8/2019;19:09;Credit card;72.93;4.761904762;3.6465;4.3
584-66-4073;C;Naypyitaw;Normal;Male;Fashion accessories;56.5;1;2.825;59.325;3/13/2019;15:45;Ewallet;56.5;4.761904762;2.825;9.6
154-87-7367;C;Naypyitaw;Normal;Male;Home and lifestyle;65.26;8;26.104;548.184;3/15/2019;14:04;Ewallet;522.08;4.761904762;26.104;6.3
885-56-0389;C;Naypyitaw;Member;Male;Fashion accessories;52.35;1;2.6175;54.9675;2/12/2019;17:49;Cash;52.35;4.761904762;2.6175;4.0
115-38-7388;C;Naypyitaw;Member;Female;Fashion accessories;10.18;8;4.072;85.512;3/30/2019;12:51;Credit card;81.44;4.761904762;4.072;9.5
137-74-8729;C;Naypyitaw;Normal;Female;Fashion accessories;12.19;8;4.876;102.396;3/13/2019;12:47;Ewallet;97.52;4.761904762;4.876;6.8
389-70-2397;C;Naypyitaw;Normal;Female;Health and beauty;83.66;5;20.915;439.215;2/21/2019;10:26;Cash;418.3;4.761904762;20.915;7.2
607-76-6216;C;Naypyitaw;Member;Female;Fashion accessories;92.49;5;23.1225;485.5725;3/2/2019;16:35;Credit card;462.45;4.761904762;23.1225;8.6
781-84-8059;C;Naypyitaw;Normal;Male;Fashion accessories;60.74;7;21.259;446.439;1/18/2019;16:23;Ewallet;425.18;4.761904762;21.259;5.0
409-49-6995;C;Naypyitaw;Member;Female;Food and beverages;47.27;6;14.181;297.801;2/5/2019;10:17;Cash;283.62;4.761904762;14.181;8.8
725-54-0677;C;Naypyitaw;Member;Male;Health and beauty;85.6;7;29.96;629.16;3/2/2019;13:50;Cash;599.2;4.761904762;29.96;5.3
377-79-7592;C;Naypyitaw;Member;Female;Electronic accessories;44.84;9;20.178;423.738;1/14/2019;14:00;Credit card;403.56;4.761904762;20.178;7.5
545-07-8534;C;Naypyitaw;Normal;Female;Health and beauty;58.32;2;5.832;122.472;2/14/2019;12:42;Ewallet;116.64;4.761904762;5.832;6.0
118-62-1812;C;Naypyitaw;Member;Female;Home and lifestyle;78.38;4;15.676;329.196;3/24/2019;17:56;Cash;313.52;4.761904762;15.676;7.9
450-42-3339;C;Naypyitaw;Normal;Male;Health and beauty;84.61;10;42.305;888.405;2/9/2019;18:58;Credit card;846.1;4.761904762;42.305;8.8
151-27-8496;C;Naypyitaw;Normal;Female;Electronic accessories;56.13;4;11.226;235.746;1/19/2019;11:43;Ewallet;224.52;4.761904762;11.226;8.6
717-96-4189;C;Naypyitaw;Normal;Female;Electronic accessories;35.49;6;10.647;223.587;2/2/2019;12:40;Cash;212.94;4.761904762;10.647;4.1
722-13-2115;C;Naypyitaw;Member;Male;Sports and travel;42.85;1;2.1425;44.9925;3/14/2019;15:36;Credit card;42.85;4.761904762;2.1425;9.3
246-55-6923;C;Naypyitaw;Member;Female;Home and lifestyle;35.79;9;16.1055;338.2155;3/10/2019;15:06;Credit card;322.11;4.761904762;16.1055;5.1
838-02-1821;C;Naypyitaw;Member;Female;Home and lifestyle;12.73;2;1.273;26.733;2/22/2019;12:10;Credit card;25.46;4.761904762;1.273;5.2
887-42-0517;C;Naypyitaw;Normal;Female;Sports and travel;83.14;7;29.099;611.079;1/10/2019;10:31;Credit card;581.98;4.761904762;29.099;6.6
457-12-0244;C;Naypyitaw;Member;Female;Sports and travel;35.22;6;10.566;221.886;3/14/2019;13:49;Ewallet;211.32;4.761904762;10.566;6.5
756-93-1854;C;Naypyitaw;Member;Female;Fashion accessories;83.35;2;8.335;175.035;2/2/2019;14:05;Credit card;166.7;4.761904762;8.335;9.5
458-10-8612;C;Naypyitaw;Normal;Male;Health and beauty;64.08;7;22.428;470.988;1/20/2019;12:27;Ewallet;448.56;4.761904762;22.428;7.6
235-06-8510;C;Naypyitaw;Member;Male;Home and lifestyle;85.72;3;12.858;270.018;1/24/2019;20:59;Ewallet;257.16;4.761904762;12.858;5.1
433-08-7822;C;Naypyitaw;Normal;Female;Health and beauty;78.89;7;27.6115;579.8415;1/5/2019;19:48;Ewallet;552.23;4.761904762;27.6115;7.5
500-02-2261;C;Naypyitaw;Normal;Female;Food and beverages;57.29;6;17.187;360.927;3/21/2019;17:04;Ewallet;343.74;4.761904762;17.187;5.9
702-83-5291;C;Naypyitaw;Member;Male;Fashion accessories;99.82;9;44.919;943.299;3/27/2019;10:43;Cash;898.38;4.761904762;44.919;6.6
859-97-6048;C;Naypyitaw;Member;Male;Electronic accessories;84.25;2;8.425;176.925;3/26/2019;14:13;Credit card;168.5;4.761904762;8.425;5.3
373-88-1424;C;Naypyitaw;Member;Male;Home and lifestyle;35.81;5;8.9525;188.0025;2/6/2019;18:44;Ewallet;179.05;4.761904762;8.9525;7.9
784-08-0310;C;Naypyitaw;Member;Female;Food and beverages;21.04;4;4.208;88.368;1/13/2019;13:58;Cash;84.16;4.761904762;4.208;7.6
577-34-7579;C;Naypyitaw;Member;Male;Food and beverages;50.49;9;22.7205;477.1305;1/10/2019;17:16;Cash;454.41;4.761904762;22.7205;5.4
867-47-1948;C;Naypyitaw;Normal;Female;Home and lifestyle;15.8;10;7.9;165.9;1/9/2019;12:07;Cash;158.0;4.761904762;7.9;7.8
256-58-3609;C;Naypyitaw;Member;Male;Fashion accessories;91.98;1;4.599;96.579;3/18/2019;15:29;Cash;91.98;4.761904762;4.599;9.8
364-34-2972;C;Naypyitaw;Member;Male;Electronic accessories;96.82;3;14.523;304.983;3/30/2019;20:37;Cash;290.46;4.761904762;14.523;6.7
744-82-9138;C;Naypyitaw;Normal;Male;Fashion accessories;86.13;2;8.613;180.873;2/7/2019;17:59;Cash;172.26;4.761904762;8.613;8.2
728-47-9078;C;Naypyitaw;Member;Male;Food and beverages;59.59;4;11.918;250.278;1/19/2019;12:46;Cash;238.36;4.761904762;11.918;9.8
148-41-7930;C;Naypyitaw;Normal;Male;Health and beauty;99.96;7;34.986;734.706;1/23/2019;10:33;Cash;699.72;4.761904762;34.986;6.1
189-40-5216;C;Naypyitaw;Normal;Male;Electronic accessories;96.37;7;33.7295;708.3195;1/9/2019;11:40;Cash;674.59;4.761904762;33.7295;6.0
267-62-7380;C;Naypyitaw;Member;Male;Electronic accessories;82.34;10;41.17;864.57;3/29/2019;19:12;Ewallet;823.4;4.761904762;41.17;4.3
652-49-6720;C;Naypyitaw;Member;Female;Electronic accessories;60.95;1;3.0475;63.9975;2/18/2019;11:40;Ewallet;60.95;4.761904762;3.0475;5.9
233-67-5758;C;Naypyitaw;Normal;Male;Health and beauty;40.35;1;2.0175;42.3675;1/29/2019;13:46;Ewallet;40.35;4.761904762;2.0175;6.2
